Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
MUG_socialist;Социалистическая партия;;;;;;;;;;;;;
MUG_communist;Коммунистическая партия;;;;;;;;;;;;;
MUG_fascist;Фашистская партия;;;;;;;;;;;;;
WRL;Варсангали;;;;;;;;;;;;;
WRL_ADJ;Сомалийский;;;;;;;;;;;;;
CAN_liberal;Либеральная партия;Parti lib?al;Liberale Partei;;Partido Liberal;;;;;;;;;
CAN_anarcho_liberal;Один большой союз;Parti radical;Radical Party;;Partido Radical;;;;;;;;;
CAN_fascist;Партия Национального Единства;;;;;;;;;;;;;
BRZ_liberal;Либеральная партия;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;
BRZ_conservative;Консервативная партия;;;;;;;;;;;;;
BRZ_reactionary;Партия Реставраторов;;;;;;;;;;;;;
BRZ_reactionary2;Республиканская партия;;;;;;;;;;;;;
BRZ_conservative_2;Партия Республиканцев Паулиста;;;;;;;;;;;;;
BRZ_liberal_2;Партия Республиканцев Кариока;;;;;;;;;;;;;
BRZ_anarcho_liberal;Анархистская партия;;;;;;;;;;;;;
BRZ_socialist;Социалистическая партия;;;;;;;;;;;;;
BRZ_communist;Коммунистическая партия;;;;;;;;;;;;;
BRZ_fascist;Фашистская партия;;;;;;;;;;;;;
PNB;Пернамбуку;;;;;;;;;;;;;
PNB_ADJ;Пернамбуканский;;;;;;;;;;;;;
SWI_communist;Коммунистическая партия;;;;;;;;;;;;;
SWI_fascist;Национальный фронт;;;;;;;;;;;;;
FRA_fascist;Франсистская партия;;;;;;;;;;;;;
FRA_reactionary_2;Националистическая правая;;;;;;;;;;;;;
FRA_anarcho_liberal;Радикальный республиканец;;;;;;;;;;;;;
GER_fascist;НСДАП;;;;;;;;;;;;;
POL_fascist;ОНР-Фаланга;;;;;;;;;;;;;
HAI_conservative;Национальная партия;;;;;;;;;;;;;
HAI_liberal;Либеральная партия;;;;;;;;;;;;;
HAI_reactionary;Националистическая партия Гаити;;;;;;;;;;;;;
HAI_anarcho_liberal;Радикальная партия;;;;;;;;;;;;;
HAI_socialist;Социалистическая партия;;;;;;;;;;;;;
HAI_communist;Коммунистическая партия Гаити;;;;;;;;;;;;;
HAI_fascist;Фашистская партия;;;;;;;;;;;;;
CHK;Чампассак;;;;;;;;;;;;;
CHK_ADJ;Чампассакийский;;;;;;;;;;;;;
CHK_conservative;Королевская фракция;;;;;;;;;;;;;
CHK_liberal;Либеральная фракция;;;;;;;;;;;;;
CHK_reactionary;Националистическая фракция;;;;;;;;;;;;;
CHK_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;;
CHK_socialist;Социалистическая фракция;;;;;;;;;;;;;
CHK_communist;Коммунистическая фракция;;;;;;;;;;;;;
CHK_fascist;Фашистская фракция;;;;;;;;;;;;;
CRO_conservative;Хорватская партия прав;;;;;;;;;;;;;
CRO_liberal;Народная партия;;;;;;;;;;;;;
CRO_reactionary;Националистическая партия;;;;;;;;;;;;;
CRO_anarcho_liberal;Анархистская партия;;;;;;;;;;;;;
CRO_socialist;Социалистическая партия;;;;;;;;;;;;;
CRO_communist;Коммунистическая партия;;;;;;;;;;;;;
CRO_fascist;Усташа;;;;;;;;;;;;;
D01;$REGION$;;Королевство $REGION$;;;;;;;;;;;
D01_ADJ;$REGION$;;королевский;;;;;;;;;;;
D02;Конфедерация $REGION$;;Конфедерация $REGION$;;;;;;;;;;;
D02_ADJ;$REGION$;;конфедеративный;;;;;;;;;;;
D03;Содружество $REGION$;;Содружество $REGION$;;;;;;;;;;;
D03_ADJ;Содружество;;Содружество-;;;;;;;;;;;
D04;$REGION$;;Республика $REGION$;;;;;;;;;;;
D04_ADJ;$REGION$;;республиканский;;;;;;;;;;;
D05;Свободное государство $REGION$;;Свободное государство $REGION$;;;;;;;;;;;
D05_ADJ;$REGION$;;государственный;;;;;;;;;;;
D06;$REGION$;;Народная Республика $REGION$;;;;;;;;;;;
D06_ADJ;$REGION$;;республиканский;;;;;;;;;;;
D07;Свободное государство $REGION$;;Свободное государство $REGION$;;;;;;;;;;;
D07_ADJ;$REGION$;;свободногосударственный;;;;;;;;;;;
D08;$REGION$;;Великое государство $REGION$;;;;;;;;;;;
D08_ADJ;$REGION$;;великогосударственный;;;;;;;;;;;
D09;$REGION$;;Государство $REGION$;;;;;;;;;;;
D09_ADJ;$REGION$;;staatlich;;;;;;;;;;;
D10;$REGION$;;Княжество $REGION$;;;;;;;;;;;
D10_ADJ;$REGION$;;княжеский;;;;;;;;;;;
D11;$REGION$;;Демократическая Республика $REGION$;;;;;;;;;;;
D11_ADJ;$REGION$;;демократический;;;;;;;;;;;
D12;Союз $REGION$;;Союз $REGION$;;;;;;;;;;;
D12_ADJ;$REGION$;;союзный;;;;;;;;;;;
D13;$REGION$;;Королевство $REGION$;;;;;;;;;;;
D13_ADJ;$REGION$;;королевский;;;;;;;;;;;
D14;Доминион $REGION$;;Доминион $REGION$;;;;;;;;;;;
D14_ADJ;Доминион;;доминионский;;;;;;;;;;;
D15;$REGION$;;Великое Герцогство $REGION$;;;;;;;;;;;
D15_ADJ;$REGION$;;великогерцогский;;;;;;;;;;;
D16;Содружество $REGION$;;Нация $REGION$;;;;;;;;;;;
D16_ADJ;$REGION$;;национальный;;;;;;;;;;;
D17;Федерация $REGION$;;Федерация $REGION$;;;;;;;;;;;
D17_ADJ;$REGION$;;федеративный;;;;;;;;;;;
D18;Соединенные Штаты $REGION$;;Соединенные Штаты $REGION$;;;;;;;;;;;
D18_ADJ;$REGION$;;союзный;;;;;;;;;;;
D19;Союз $REGION$;;Демократический Союз $REGION$;;;;;;;;;;;
D19_ADJ;$REGION$;;союзный;;;;;;;;;;;
D20;$REGION$;;Княжество $REGION$;;;;;;;;;;;
D20_ADJ;$REGION$;;княжеский;;;;;;;;;;;
D21;$REGION$;;Союз $REGION$;;;;;;;;;;;
D21_ADJ;$REGION$;;союзный;;;;;;;;;;;
D22;$REGION$;;Демократическая Народная Республика $REGION$;;;;;;;;;;;
D22_ADJ;$REGION$;;демократическо-республиканский;;;;;;;;;;;
D23;$REGION$;;Территория $REGION$;;;;;;;;;;;
D23_ADJ;$REGION$;;местный;;;;;;;;;;;
D24;$REGION$;;Славный Союз $REGION$;;;;;;;;;;;
D24_ADJ;$REGION$;;славный;;;;;;;;;;;
D25;$REGION$;;Могучая территория $REGION$;;;;;;;;;;;
D25_ADJ;$REGION$;;могучий;;;;;;;;;;;
D26;The $REGION$ Free State;;Свободное государство $REGION$;;;;;;;;;;;
D26_ADJ;$REGION$;;свободного государства;;;;;;;;;;;
D27;The $REGION$ Commonwealth;;Содружество $REGION$;;;;;;;;;;;
D27_ADJ;Commonwealth;;содружества;;;;;;;;;;;
D28;The $REGION$ Confederacy;;Конфедерация $REGION$;;;;;;;;;;;
D28_ADJ;Confederate;;конфедеративный;;;;;;;;;;;
D29;$REGION$;;Свободный народ $REGION$;;;;;;;;;;;
D29_ADJ;$REGION$;;свободный;;;;;;;;;;;
D30;$REGION$;;Республика $REGION$;;;;;;;;;;;
D30_ADJ;$REGION$;;республиканский;;;;;;;;;;;
D31;$REGION$;;Священный Союз $REGION$;;;;;;;;;;;
D31_ADJ;$REGION$;;религиозный;;;;;;;;;;;
D32;Union of $REGION$;;Народный Союз $REGION$;;;;;;;;;;;
D32_ADJ;$REGION$;;союзный;;;;;;;;;;;
D33;$REGION$ Federation;;Федеративные штаты $REGION$;;;;;;;;;;;
D33_ADJ;Federation;;федеративный;;;;;;;;;;;
D34;$REGION$;;Федеративный штат $REGION$;;;;;;;;;;;
D34_ADJ;$REGION$;;федеративный;;;;;;;;;;;
D35;The $REGION$ Confederation;;Конфедерация $REGION$;;;;;;;;;;;
D35_ADJ;$REGION$;;конфедеративный;;;;;;;;;;;
D36;The $REGION$ Federation;;Федерация $REGION$;;;;;;;;;;;
D36_ADJ;$REGION$;;федеративный;;;;;;;;;;;
D37;The $REGION$ Union;;Благочестивый Союз $REGION$;;;;;;;;;;;
D37_ADJ;$REGION$;;благочестивый;;;;;;;;;;;
D38;$REGION$;;Земля $REGION$;;;;;;;;;;;
D38_ADJ;$REGION$;;земельный;;;;;;;;;;;
D39;$REGION$;;Республика Спокойствия $REGION$;;;;;;;;;;;
D39_ADJ;$REGION$;;спокойный;;;;;;;;;;;
D40;$REGION$;;Тайное Королевство $REGION$;;;;;;;;;;;
D40_ADJ;$REGION$;;тайный;;;;;;;;;;;
D41;$REGION$;;Коммуна $REGION$;;;;;;;;;;;
D41_ADJ;$REGION$;;коммунистический;;;;;;;;;;;
D42;Dominion of $REGION$;;Коммуна $REGION$;;;;;;;;;;;
D42_ADJ;$REGION$;;коммунистический;;;;;;;;;;;
D43;$REGION$;;Рабочий Союз $REGION$;;;;;;;;;;;
D43_ADJ;$REGION$;;рабочий;;;;;;;;;;;
D44;$REGION$;;Графство $REGION$;;;;;;;;;;;
D44_ADJ;$REGION$;;графский;;;;;;;;;;;
D45;$REGION$;;Нация $REGION$;;;;;;;;;;;
D45_ADJ;$REGION$;;национальный;;;;;;;;;;;
D46;$REGION$;;Священный регион $REGION$;;;;;;;;;;;
D46_ADJ;$REGION$;;религиозный;;;;;;;;;;;
D47;The $REGION$ Dominion;;Доминион $REGION$;;;;;;;;;;;
D47_ADJ;$REGION$;;доминирующий;;;;;;;;;;;
D48;$REGION$;;Народное государство $REGION$;;;;;;;;;;;
D48_ADJ;$REGION$;;народный;;;;;;;;;;;
D49;$REGION$;;Высокое Королевство $REGION$;;;;;;;;;;;
D49_ADJ;$REGION$;;высококоролевский;;;;;;;;;;;
D50;$REGION$;;Меньшее Княжество $REGION$;;;;;;;;;;;
D50_ADJ;$REGION$;;княжеский;;;;;;;;;;;
ABU;Объединенные Арабские Эмираты;;;;;;;;;;;;;
ABU_ADJ;Эмиратский;;;;;;;;;;;;;
ABU_absolute_monarchy;Труциальные Штаты;;;;;;;;;;;;;
ABU_absolute_monarchy_ADJ;Труциальный;;;;;;;;;;;;;
ABU_bourgeois_dictatorship;Объединенные Арабские Советы;;;;;;;;;;;;;
ABU_bourgeois_dictatorship_ADJ;Арабский;;;;;;;;;;;;;
ABU_fascist_dictatorship;Эмират;;;;;;;;;;;;;
ABU_fascist_dictatorship_ADJ;Эмиратский;;;;;;;;;;;;;
ABU_proletarian_dictatorship;Народная Арабская Республика;;;;;;;;;;;;;
ABU_proletarian_dictatorship_ADJ;Арабский;;;;;;;;;;;;;
ACR;Акри;;;;;;;;;;;;;
ACR_ADJ;Акрианский;;;;;;;;;;;;;
ACR_liberal;Либеральная партия;Либеральная партия;Либеральная партия;;;;;;;;;;;
ACR_conservative;Консервативная партия;Консервативная партия;Консервативная партия;;;;;;;;;;;
ACR_reactionary;Партия Карамуру;Партия Карамуру;Партия Карамуру;;;;;;;;;;;
ACR_anarcho_liberal;Радикальная партия;Радикальная партия;Радикальная партия;;;;;;;;;;;
ACR_socialist;Социалистическая партия;Социалистическая партия;Социалистическая партия;;;;;;;;;;;
ACR_communist;Коммунистическая партия;Коммунистическая партия;Коммунистическая партия;;;;;;;;;;;
ACR_fascist;Фашистская партия;Фашистская партия;Фашистская партия;;;;;;;;;;;
EZO;Эзо;;;;;;;;;;;;;
EZO_ADJ;Эзо;;;;;;;;;;;;;
EZO_democracy;Республика Эзо;;;;;;;;;;;;;
EZO_presidential_dictatorship;Республика Эзо;;;;;;;;;;;;;
EZO_fascist_dictatorship;Сёгунат;;;;;;;;;;;;;
EZO_proletarian_dictatorship;Народная Республика Эзо;;;;;;;;;;;;;
EZO_conservative;Синсэнгуми;;;;;;;;;;;;;
EZO_liberal;Сиши;;;;;;;;;;;;;
EZO_socialist;Прогрессивная партия;;;;;;;;;;;;;
EZO_communist;Коммунистическая партия;;;;;;;;;;;;;
EZO_reactionary;Фракция Бакуфу;;;;;;;;;;;;;
EZO_anarcho_liberal;Радикальная партия;;;;;;;;;;;;;
EZO_fascist;Фракция Кокутай;;;;;;;;;;;;;
AKH;Астрахань;;;;;;;;;;;;;
AKH_ADJ;Астраханский;;;;;;;;;;;;;
AKH_conservative;Консерваторы;;;;;;;;;;;;;
AKH_liberal;Либералы;;;;;;;;;;;;;
AKH_reactionary;Фракция Ханства;;;;;;;;;;;;;
AKH_anarcho_liberal;Либертарианцы;;;;;;;;;;;;;
AKH_socialist;Социалисты;;;;;;;;;;;;;
AKH_communist;Коммунисты;;;;;;;;;;;;;
AKH_fascist;Монгольская фракция;;;;;;;;;;;;;
ALS;Эльзас;;;;;;;;;;;;;
ALS_ADJ;Эльзасский;;;;;;;;;;;;;
ALS_liberal;Либерально-демократическая партия;;;;;;;;;;;;;
ALS_conservative;Центристская партия;;;;;;;;;;;;;
ALS_liberal_2;Национал-либеральная партия;;;;;;;;;;;;;
ALS_socialist;Немецкий рабочий союз;;;;;;;;;;;;;
ALS_reactionary;Национальная партия;;;;;;;;;;;;;
ALS_anarcho_liberal;Радикальная рабочая партия;;;;;;;;;;;;;
ALS_communist;Коммунистическая рабочая партия;;;;;;;;;;;;;
ALS_fascist;НСДАП;;;;;;;;;;;;;
ALT;Республика Алтай;;;;;;;;;;;;;
ALT_absolute_monarchy;Алтайский союз;;;;;;;;;;;;;
ALT_hms_government;Алтайский союз;;;;;;;;;;;;;
ALT_prussian_constitutionalism;Алтайский союз;;;;;;;;;;;;;
ALT_ADJ;Алтайский;;;;;;;;;;;;;
ALT_conservative;Консерваторы;;;;;;;;;;;;;
ALT_liberal;Либералы;;;;;;;;;;;;;
ALT_reactionary;Фракция Ханства;;;;;;;;;;;;;
ALT_anarcho_liberal;Либертарианцы;;;;;;;;;;;;;
ALT_socialist;Социалисты;;;;;;;;;;;;;
ALT_communist;Коммунисты;;;;;;;;;;;;;
ALT_fascist;Монгольская фракция;;;;;;;;;;;;;
ANG;Ангола;;;;;;;;;;;;;
ANG_ADJ;Ангольский;;;;;;;;;;;;;
ANG_liberal;Либерально-демократическая партия;;;;;;;;;;;;;
ANG_conservative;FNLA;;;;;;;;;;;;;
ANG_socialist;Партия социального возрождения;;;;;;;;;;;;;
ANG_reactionary;UNITA;;;;;;;;;;;;;
ANG_anarcho_liberal;Радикально-либеральная партия Анголы;;;;;;;;;;;;;
ANG_communist;MPLA;;;;;;;;;;;;;
ANG_fascist;Фашистская партия Анголы;;;;;;;;;;;;;
ANI_absolute_monarchy;Антильская империя;;;;;;;;;;;;;
ANI_proletarian_dictatorship;Антильская республика;;;;;;;;;;;;;
ANI_presidential_dictatorship;Антильская республика;;;;;;;;;;;;;
ANI_fascist_dictatorship;Антильская республика;;;;;;;;;;;;;
ANI_bourgeois_dictatorship;Антильская республика;;;;;;;;;;;;;
ANI;Конфедерация Антильских островов;;;;;;;;;;;;;
ANI_ADJ;Антильский;;;;;;;;;;;;;
ANT;Антигуа;;;;;;;;;;;;;
ANT_ADJ;Антигуанский;;;;;;;;;;;;;
AOT;Аотеароа;;;;;;;;;;;;;
AOT_ADJ;Маори;;;;;;;;;;;;;
AOT_conservative;Кингитанга;;;;;;;;;;;;;
AOT_liberal;Ропу о те Рангатахи;;;;;;;;;;;;;
AOT_socialist;Ратана;;;;;;;;;;;;;
AOT_communist;Топутанга-а-иви;;;;;;;;;;;;;
AOT_reactionary;Каухангануи;;;;;;;;;;;;;
AOT_anarcho_liberal;Мана Маори Мотухаке;;;;;;;;;;;;;
AOT_fascist;Каванатанга Вхакахавини;;;;;;;;;;;;;
ARA;Аравия;;;;;;;;;;;;;
ARA_ADJ;Аравийский;;;;;;;;;;;;;
ARA_reactionary;Аль Сауд;;;;;;;;;;;;;
ARA_reactionary2;Аль Рашид;;;;;;;;;;;;;
ARA_conservative;Аль Мухафид;;;;;;;;;;;;;
ARA_liberal;Аль Мутахарир;;;;;;;;;;;;;
ARA_anarcho_liberal;Аль Анарколиберали;;;;;;;;;;;;;
ARA_socialist;Аль Иштираки;;;;;;;;;;;;;
ARA_communist;Аль Шиуи;;;;;;;;;;;;;
ARA_fascist;Аль Фаши;;;;;;;;;;;;;
ARU;Арабский Союз;;;;;;;;;;;;;
ARU_ADJ;Арабский;;;;;;;;;;;;;
ARU_proletarian_dictatorship;Арабская Народная Республика;;;;;;;;;;;;;
ARU_fascist_dictatorship;Арабская Республика;;;;;;;;;;;;;
ARU_presidential_dictatorship;Арабская Республика;;;;;;;;;;;;;
ARU_bourgeois_dictatorship;Арабская Республика;;;;;;;;;;;;;
ARU_democracy;Объединенные Арабские Штаты;;;;;;;;;;;;;
ASR;Асир;;;;;;;;;;;;;
ASR_ADJ;Асирийский;;;;;;;;;;;;;
ASR_absolute_monarchy_ADJ;Идриси;;;;;;;;;;;;;
ASR_prussian_constitutionalism_ADJ;Идриси;;;;;;;;;;;;;
ASR_hms_government_ADJ;Идриси;;;;;;;;;;;;;
ASR_reactionary;Партия аль-Хашемийя аль-Урдуни;;;;;;;;;;;;;
